item,itemLabel,startDate,endDate
Q546727,Sylvain Van de Weyer,1831-02-26,1831-03-27
Q468104,Joseph Lebeau,1831-03-27,1831-07-10
Q280685,Etienne de Sauvage,1831-07-10,1831-07-24
Q472276,Felix de Mûelenaere,1831-07-24,1831-11-12
Q472276,Felix de Mûelenaere,1831-11-12,1832-09-17
Q533339,Albert Goblet d'Alviella,1832-09-17,1833-12-27
Q1357297,Félix de Mérode,1833-12-27,1834-08-04
Q472276,Felix de Mûelenaere,1834-08-04,1836-12-13
Q472257,Barthélemy de Theux de Meylandt,1836-12-13,1837-01-13
Q472257,Barthélemy de Theux de Meylandt,1837-01-13,1840-04-18
Q468104,Joseph Lebeau,1840-04-18,1841-04-13
Q472276,Felix de Mûelenaere,1841-04-13,1841-08-05
Q2935095,Camille de Briey,1841-08-05,1843-04-16
Q533339,Albert Goblet d'Alviella,1843-04-16,1845-07-30
Q365722,Adolphe Dechamps,1845-07-30,1847-08-12
Q2723017,Constant-Ernest d'Hoffschmidt,1847-08-12,1852-10-31
Q527479,Henri de Brouckère,1852-10-31,1855-03-30
Q329475,Charles Vilain XIIII,1855-03-30,1857-11-09
Q2652320,Adolphe de Vrière,1857-11-09,1861-10-26
Q468109,Charles Rogier,1861-10-26,1868-01-03
Q2694799,Jules Vander Stichelen,1868-01-03,1870-07-02
Q725589,Jules Joseph d'Anethan,1870-07-02,1871-12-07
Q1862710,Guillaume d'Aspremont Lynden,1871-12-07,1878-06-19
Q705791,Walthère Frère-Orban,1878-06-19,1884-06-16
Q3005082,Alphonse de Moreau,1884-06-16,1884-10-26
Q3185875,Joseph de Riquet de Caraman-Chimay,1884-10-26,1892-03-29
Q202049,August Beernaert,1892-03-29,1892-10-31
Q2191097,Henri de Merode-Westerloo,1892-10-31,1895-05-25
Q569138,Jules de Burlet,1895-05-25,1896-02-25
Q926515,Paul de Favereau,1896-02-25,1907-05-02
Q2511923,Julien Davignon,1907-05-02,1916-01-18
Q466419,Eugène Beyens,1916-01-18,1917-08-04
Q705103,Charles de Broqueville,1917-08-04,1918-01-01
Q31810,Paul Hymans,1918-01-01,1920-08-28
Q14989,Léon Delacroix,1920-08-28,1920-11-20
Q14994,Henri Jaspar,1920-11-20,1924-03-11
Q31810,Paul Hymans,1924-03-11,1925-05-13
Q2832059,Albéric Ruzette,1925-05-13,1925-06-17
Q286556,Emile Vandervelde,1925-06-17,1927-11-22
Q31810,Paul Hymans,1927-11-22,1934-06-12
Q14994,Henri Jaspar,1934-06-12,1934-11-20
Q31810,Paul Hymans,1934-11-20,1935-03-25
Q14996,Paul van Zeeland,1935-03-25,1936-06-13
Q155691,Paul-Henri Spaak,1936-06-13,1939-01-21
Q665955,Paul-Emile Janson,1939-01-21,1939-02-22
Q1373577,Eugène Soudan,1939-02-22,1939-04-18
Q442578,Hubert Pierlot,1939-04-18,1939-09-03
Q155691,Paul-Henri Spaak,1939-09-03,1949-08-11
Q14996,Paul van Zeeland,1949-08-11,1954-04-23
Q155691,Paul-Henri Spaak,1954-04-23,1957-05-13
Q331487,Victor Larock,1957-05-13,1958-06-26
Q826501,Pierre Wigny,1958-06-26,1961-04-25
Q155691,Paul-Henri Spaak,1961-04-25,1966-03-19
Q875540,Hendrik Fayat,1961-04-25,1965-07-28
Q363942,Pierre Harmel,1966-03-19,1973-01-26
Q331251,Renaat Van Elslande,1973-01-26,1977-06-03
Q1606032,Henri Simonet,1977-06-03,1980-05-18
Q1063374,Charles-Ferdinand Nothomb,1980-05-18,1981-12-17
Q15002,Leo Tindemans,1981-12-17,1989-06-19
Q349477,Mark Eyskens,1989-06-19,1992-03-07
Q382137,Willy Claes,1992-03-07,1994-10-10
Q186931,Frank Vandenbroucke,1994-10-10,1995-03-22
Q3056542,Erik Derycke,1995-03-22,1999-07-12
Q469352,Louis Michel,1999-07-12,2004-07-20
Q381218,Karel De Gucht,2004-07-20,2009-07-17
Q12981,Yves Leterme,2009-07-17,2009-11-25
Q2067763,Steven Vanackere,2009-11-25,2011-12-06
Q978208,Didier Reynders,2011-12-06,2019-11-30
Q3379933,Philippe Goffin,2019-11-30,2020-10-01
Q18434995,Sophie Wilmès,2020-10-01,
Q476596,Alexander De Croo,2022-04-22,
